"70,5,0"
330.32
328.71
326.28
324.67
324.67
324.67
325.47
327.9
327.9
328.71
328.71
329.51
329.51
330.32
327.09
318.21
312.55
310.94
310.94
311.75
313.36
314.17
315.78
316.59
315.78
313.36
312.55
311.75
311.75
312.55
313.36
313.36
314.98
314.98
315.78
317.4
317.4
317.4
312.55
303.67
301.25
301.25
302.05
302.86
303.67
305.28
306.9
306.9
305.28
304.48
304.48
304.48
305.28
306.09
306.9
308.51
309.32
310.13
310.94
311.75
312.55
310.13
300.44
294.78
294.78
296.4
296.4
298.02
299.63
300.44
"70,6,0"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"70,7,0"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
"0.00
"
